0.58620	0.14367	0.12483	0.02669	0.03361	0.08501
0.62682	0.15279	0.08249	0.02187	0.02991	0.08612
0.57669	0.16493	0.09823	0.04057	0.02806	0.09152
0.45189	0.18955	0.12242	0.04461	0.04526	0.14628
0.66160	0.13024	0.05614	0.03374	0.02536	0.09291
0.60249	0.12451	0.12641	0.02803	0.04183	0.07672
0.48781	0.15364	0.09723	0.02469	0.03825	0.19837
0.59712	0.18726	0.06790	0.03469	0.03116	0.08186
